Date,Time,Number,Message
6/7/2024,18:57:27,+918425937895,aise bakchod company milni chahiye firr toh
5/23/2024,03:51:30,+918425937863,Dekho a backchod CR is always better than a serious responsible cr
7/7/2024,19:14:26,+918425937884,So pray Karo class ka koi serious Banda na bane cr
12/30/2024,20:51:43,+918425937828,2 cr Hoge ek female and ek male
9/9/2024,12:48:47,+918425937883,Toh koi ek bhi chill hua toh kaam hogaya apna
9/19/2024,03:35:46,+918425937893,Whi
8/9/2024,02:37:54,+918425937882,Tumlog koi assignments likhe?
1/23/2024,17:58:49,+918425937873,Ab ye kab Diya?
2/22/2024,16:10:50,+918425937850,Abhi tak koi assignment Mila thori hai
2/24/2024,20:13:49,+918425937830,💀💀💀💀
7/16/2024,16:23:30,+918425937866,IT c wala koi hai?online ?
3/8/2024,18:16:09,+918425937858,Waise c div me
3/16/2024,23:14:27,+918425937853,Kuch sikhaya hai ab tak?
10/1/2024,04:46:32,+918425937867,wahi na dara mt itna
8/24/2024,05:30:46,+918425937886,@919892807086 tujhe puchke kuch matbal nhi na
10/8/2024,21:07:55,+918425937826,😂.
8/12/2024,08:31:16,+918425937860,Ha bol
9/24/2024,13:46:23,+918425937815,Ofc
2/6/2024,13:33:31,+918425937851,....
10/15/2024,12:34:52,+918425937878,Milo kal
7/5/2024,04:59:44,+918425937850,Class me
9/7/2024,22:11:27,+918425937810,Phir
3/30/2024,06:30:33,+918425937897,Chem ka corrosion chalu kiya
2/19/2024,22:19:56,+918425937829,Physics ka kuch samaj nahi raha
7/23/2024,09:07:24,+918425937850,💀.
2/14/2024,23:30:24,+918425937841,😂 us bhai us
5/28/2024,13:36:37,+918425937828,Karaya kya lekin?
5/14/2024,04:07:17,+918425937888,Mereko toh subjects nahi pata 😂😂😂😂
2/18/2024,02:16:45,+918425937849,Tumlog ko syllabus bhi pata hai
1/26/2024,03:18:46,+918425937845,Tu toh rehne he de
4/14/2024,15:03:10,+918425937897,Quantum rizzics 😏
9/9/2024,22:33:17,+918425937861,"Bee, mechanics aur maths"
12/16/2024,09:43:18,+918425937872,Bacha ab
2/6/2024,23:08:35,+918425937838,sav theory hai re
10/11/2024,10:52:05,+918425937840,raat le
3/27/2024,16:01:55,+918425937821,Wahi toh nhi pasand 😭
10/28/2024,05:39:11,+918425937853,BEE mai DC circuit padha raha
10/18/2024,03:20:56,+918425937838,school mein kya kiya firr
1/13/2024,09:43:26,+918425937855,Abe mujhe toh raatna bhi nahi ata bc
5/26/2024,09:16:51,+918425937822,Star delta hogaya padhake?
2/6/2024,00:07:41,+918425937832,Mechanic ka idea nahi
1/22/2024,15:42:35,+918425937819,Bhai bhai Kitna padh raha hai tu 💀💀💀
7/18/2024,16:21:52,+918425937869,woh padha payega?
9/10/2024,22:46:54,+918425937828,Kuch nahi padha Bhai Aaj ka din bhi ghumne mai laga Diya 💀
3/29/2024,10:28:41,+918425937861,Kon voh?
1/14/2024,20:05:16,+918425937824,Aaj college thi???
7/1/2024,08:14:25,+918425937853,us bhai us
3/1/2024,21:51:13,+918425937810,Nhi
4/27/2024,10:36:46,+918425937896,bee
5/10/2024,12:47:49,+918425937894,Bhai Aaj kaise hogi college
12/28/2024,23:25:45,+918425937874,Bc 1sem kon padhta hai
4/22/2024,09:24:58,+918425937824,mail dekha kr kabhi
6/18/2024,21:58:50,+918425937878,Tu toh kamse kaam ghum rha hai mai toh soo hi raha hu 😂😂😂
11/30/2024,09:28:45,+918425937820,Kya bolra hai 😵‍💫
1/29/2024,17:15:21,+918425937893,at least HOLIDAY List toh @919892807086 tuze yaad honi chahiye
8/12/2024,17:25:47,+918425937857,Bee ka sir anpad
5/3/2024,20:09:02,+918425937878,Usse kya jab Mann kare uss din holiday
11/30/2024,18:08:50,+918425937831,Uth ja Bhai
11/25/2024,04:04:01,+918425937870,😂😂 holiday are mai kaam kab karta hu?
1/4/2024,12:46:03,+918425937835,List ki kya jarurat
7/8/2024,08:55:04,+918425937866,Barabar na?
8/22/2024,00:39:52,+918425937898,Uthke bhi aram hi kar raha hu 😂😂😂
4/9/2024,15:26:00,+918425937886,Everyday is a holiday 😂😂😂
2/28/2024,03:45:07,+918425937827,Yes very Holy u are
2/13/2024,11:29:43,+918425937819,🥴mentally toh holiday pe hu bus physically ata hu
11/5/2024,21:18:33,+918425937836,💀💀 itna bhi nahi
7/18/2024,08:35:36,+918425937829,Voh 2 form jo bharne the
5/1/2024,01:50:41,+918425937859,Link do na unka
4/26/2024,05:48:24,+918425937824,Konse?
12/8/2024,19:10:47,+918425937867,Mum University
9/27/2024,09:15:55,+918425937825,Aur anti ragging
1/24/2024,22:57:38,+918425937865,Acha okk
1/8/2024,04:03:22,+918425937844,Jo SAT likha hai wohi SAT 2 hai
12/19/2024,13:04:08,+918425937873,SAT 1 ka alag se practical walw section me diya hai
10/21/2024,15:00:24,+918425937890,Iska matlab?
10/5/2024,12:37:16,+918425937861,Ic
4/21/2024,17:41:23,+918425937843,Kya?
2/29/2024,13:02:59,+918425937859,Abe ladki hai kya ? Ye short form use kar raha hai
4/1/2024,15:06:27,+918425937897,Noob hai kya 🤦🏻
9/8/2024,08:39:43,+918425937820,Zyada anime dekh liye aap to
8/18/2024,21:32:40,+918425937831,Soka maane 'I see' (Ic)
6/20/2024,16:23:05,+918425937859,Bas 100+ jyada nhi 💀
1/22/2024,20:33:08,+918425937868,Maine bhi lol 💀💀
10/16/2024,22:26:15,+918425937891,Tu dub wala hoga phir
4/23/2024,11:24:08,+918425937846,Pakka
12/2/2024,06:29:19,+918425937838,Nahi
11/13/2024,18:53:48,+918425937824,Mai itna focus nahi karta wording par
8/4/2024,00:28:24,+918425937857,Phir bhi soka nhi pata 😵‍💫
7/17/2024,05:21:20,+918425937820,Yo iami mo
1/22/2024,12:32:10,+918425937835,Phir kidhar dhyan rehta hai 👀
12/25/2024,09:57:29,+918425937882,Us
11/1/2024,15:14:38,+918425937843,Tsunade
2/9/2024,19:18:48,+918425937892,Orihime
7/16/2024,15:55:50,+918425937845,Sahi hai
4/20/2024,19:01:09,+918425937869,Matsumoto>>
6/20/2024,06:15:42,+918425937830,💀💀🤝🏻
3/10/2024,02:39:34,+918425937851,Ha ye karlo ab
8/7/2024,08:12:46,+918425937855,Nami 💀🤝🏻🤝🏻
5/28/2024,16:48:22,+918425937855,Robin 💀🤝
3/11/2024,22:53:26,+918425937863,Zoro 💀💀💀
10/15/2024,03:30:24,+918425937875,Koi detergent daldo ankh mai
8/7/2024,13:06:18,+918425937850,Rukia>>>
5/27/2024,23:48:04,+918425937873,Man of culture I see
1/15/2024,08:17:52,+918425937857,Chopper
12/17/2024,04:09:53,+918425937837,Idhar tt supremacy chal rahi thi?
10/18/2024,15:15:29,+918425937837,Unohana 🛐
8/13/2024,20:30:27,+918425937851,Yhwacha
6/15/2024,05:41:54,+918425937895,Ara bhai 💀
1/14/2024,22:22:20,+918425937845,Nahi bhai 🥲
5/29/2024,09:52:42,+918425937878,Aisa kya phir Aizen>>>
9/2/2024,01:05:15,+918425937862,Boa Hancock
2/1/2024,15:32:24,+918425937818,Sosuke aizen
10/12/2024,12:31:41,+918425937837,Pata hai kisiko?
1/24/2024,08:47:15,+918425937880,Bass aab Ichigo ko bhi la lete hai
5/20/2024,03:21:08,+918425937861,hanCOCK
5/19/2024,17:30:48,+918425937874,Na bhai
12/17/2024,23:34:28,+918425937811,Anyone got sauce?
2/18/2024,09:34:43,+918425937895,Noii
5/10/2024,23:22:46,+918425937830,Aizen aa gaya uski zarurat nahi ab
9/16/2024,22:16:19,+918425937882,Watch classroom of the elite
2/21/2024,16:22:37,+918425937845,yokoso yawach to Soul society
9/1/2024,07:24:00,+918425937891,Boku no pico dekho
11/21/2024,18:06:04,+918425937865,Life changing experience
1/6/2024,02:28:47,+918425937899,😀 Manga padha hai tune?
9/20/2024,09:22:11,+918425937837,Maine nahi dekhi hai tho suna hai bss
12/9/2024,07:31:22,+918425937872,Bhai reels edit mai sab kuch pata chal jata
1/28/2024,17:59:50,+918425937836,Mai isliye nahi dekhta
7/26/2024,03:18:30,+918425937829,Bleach ka true fan hu isliye I don't read manga of it yet
7/1/2024,06:54:44,+918425937858,Overflow bhai mix of emotions throughout episode 😥
10/25/2024,17:12:03,+918425937888,I'll wait till 2025 😏
4/6/2024,02:35:23,+918425937829,Kab se chalu keya bleach?
8/22/2024,16:44:04,+918425937879,Wolrd end harem
5/3/2024,06:14:20,+918425937811,10th mai hi khatam kardiya tha
6/24/2024,13:28:00,+918425937847,Abhi toh separation arc dekh raha hu
10/9/2024,01:44:30,+918425937871,Mast hai
12/6/2024,09:59:24,+918425937880,Like I don't know everything kon Marta hai kon end Tak Zinda hai bus dialogue vagera upar se it is 600 chap
5/4/2024,12:03:39,+918425937842,"Ohho , mai toh bas zaraki ke bainkai ka wait krrha aab bas"
6/10/2024,19:21:25,+918425937856,Shikai agaya hai bro ❤️‍🔥❤️‍🔥
11/11/2024,19:48:37,+918425937877,Mast tha
3/1/2024,18:15:22,+918425937818,Bankai will break internet fr
7/12/2024,20:48:12,+918425937811,I thought bankai bhi dekhiga
2/19/2024,02:41:36,+918425937889,Maine toh 11th se chalu kiya tha AOT was the first one 💀
6/25/2024,05:31:00,+918425937874,Maine dbz kiya tha 10th start mai
1/23/2024,05:11:06,+918425937835,Naruto mine
2/18/2024,09:09:03,+918425937871,Dbz is love broo
11/25/2024,18:53:59,+918425937864,Fir life ka truth pata chala??
12/28/2024,23:56:42,+918425937883,Ye dekh le
5/12/2024,06:04:32,+918425937851,My list
5/17/2024,01:59:48,+918425937881,😆
7/17/2024,20:27:42,+918425937843,Still haven't watched boruto bc
10/22/2024,04:23:15,+918425937835,Mai beech se hi chor deya
8/1/2024,17:31:07,+918425937820,Berserk dekhi tune?? Manga Padhni chaiye lekin
5/12/2024,15:04:13,+918425937817,Chuityapa tha fr
9/30/2024,10:29:53,+918425937890,Fr
2/15/2024,10:48:52,+918425937857,Mza nahi hai
8/2/2024,00:04:35,+918425937860,Haa bey late pata chala bey
10/14/2024,03:27:23,+918425937810,Mai kharedunga manga
3/28/2024,22:31:54,+918425937882,Maine suna ki the timeskip manga is goos
6/7/2024,06:32:20,+918425937876,Good
10/30/2024,01:02:41,+918425937859,Yup
11/20/2024,10:53:03,+918425937813,Will be one of the coldest 🥶
7/25/2024,10:54:58,+918425937845,Abhi toh chalu hua hai shayad
2/21/2024,01:12:53,+918425937878,Time skip
9/8/2024,06:35:43,+918425937832,Ab gojo vs sukuna bhi aayega
12/15/2024,02:06:31,+918425937844,Thode time me
1/4/2024,00:29:12,+918425937891,Bhai black deluxe editon is so good
11/13/2024,04:36:16,+918425937851,Kal hai ig 6th ep
12/13/2024,16:34:59,+918425937899,pura anime mid hai
12/2/2024,11:52:39,+918425937851,Gojo carry karra
3/9/2024,01:52:46,+918425937832,Pura anime
4/20/2024,07:36:22,+918425937814,😶
12/3/2024,01:02:56,+918425937832,urahara dmart version
10/14/2024,10:54:37,+918425937839,Fax gojo and then yuta
6/3/2024,10:34:14,+918425937853,Koi na
11/4/2024,02:50:13,+918425937828,Mahagura aane do
9/20/2024,12:56:18,+918425937879,Spoiler na de
2/14/2024,23:59:31,+918425937847,Mai manga nhi padhta
6/8/2024,17:03:47,+918425937894,Vinland saga season 3 will
9/17/2024,20:37:44,+918425937875,I mean even season 2 broke the internet
10/25/2024,12:48:00,+918425937811,Vinland saga fr OP be
8/22/2024,01:43:18,+918425937872,One of the best
4/27/2024,18:45:32,+918425937830,Mostly itna hype nahi hua
11/11/2024,03:35:02,+918425937869,I like the Vinland part 1
4/6/2024,04:13:12,+918425937833,"Bhai kitna hype hua tha , i have no enemies became trending"
11/15/2024,17:37:27,+918425937856,"gear 5 ka ""hype"" ☠️"
8/16/2024,12:55:31,+918425937816,Haa woh sirf ek part
5/7/2024,09:54:36,+918425937866,"Season 2 is soo good, it's soo nice and peaceful"
3/17/2024,19:29:11,+918425937878,I finished it last week it was so good 😭🤌🤌
7/16/2024,00:16:29,+918425937880,Bro Villan arc intreseting tha tho
5/9/2024,08:46:56,+918425937864,Ong
7/7/2024,10:32:33,+918425937813,Mera actually first senien tha isliye I feel that way
3/24/2024,05:28:55,+918425937819,U must have watched too much shonen and now anything which doesn't involve magic or superhuman abilities must seem kinda boring
2/6/2024,07:45:24,+918425937830,Yaa it was my opinion first too
12/9/2024,09:06:03,+918425937872,But berserk i enjoyed
10/24/2024,11:37:51,+918425937851,But then i tried it like ache se
10/9/2024,12:01:33,+918425937849,Anyone kaguya sama ? 🙂
10/20/2024,01:12:29,+918425937855,🔥🔥😭
2/13/2024,13:49:22,+918425937889,Socha tha full grind karunga classroom mein
6/21/2024,16:15:28,+918425937841,Bhai I slept in the first lecture within 5 mins😭😭😭
6/13/2024,06:54:04,+918425937889,First lecture mein teachers aisa lag raha tha khud padh rahe the padha nahi rahe the
8/9/2024,23:23:22,+918425937815,Ab library mein grind hoga 💪
12/28/2024,06:04:41,+918425937898,Just like pace fr
5/25/2024,21:19:31,+918425937845,🤜
4/14/2024,21:31:21,+918425937858,Mai baaju mein hi baitha tha 😭
12/9/2024,05:08:11,+918425937832,I was not sleeping I was just transcending reality
2/15/2024,02:35:49,+918425937837,Haa par hum toh bunk maarke bahar jaate the naa 😸
1/13/2024,19:20:18,+918425937885,Woh toh baadme
6/25/2024,08:42:48,+918425937869,sirf tp hi kar raha tha udhar bhi
5/30/2024,19:14:22,+918425937848,Beechme tha na ek pm phase
11/30/2024,09:52:18,+918425937879,Excuse me i was j pondering after being displayed the human expressions of smartness and joyous nature (i was watching ocean’s 11)
8/1/2024,16:22:39,+918425937885,Bhai
7/28/2024,01:17:13,+918425937856,Thorfinn
10/30/2024,05:43:24,+918425937887,English name bol
4/18/2024,12:33:08,+918425937885,Kaguya sama is the English name
9/14/2024,02:51:08,+918425937881,Wait lemme checkk
10/20/2024,01:07:30,+918425937819,Kaguya sama love is war
2/13/2024,04:40:44,+918425937858,Haven't watched it yet
11/17/2024,19:25:04,+918425937829,Summary de?
5/14/2024,06:41:04,+918425937832,Chirayu maanne ko taiyar nahi tha ki 2nd season 1st season se better hai
2/7/2024,15:11:38,+918425937856,Jaake dekhke aa
5/4/2024,00:43:37,+918425937881,Fir dekhta gaya and samajh gaya
7/11/2024,16:53:15,+918425937829,Gadha hai voh
6/14/2024,03:22:30,+918425937852,1st ssn was the base
2/12/2024,19:25:09,+918425937816,Faxxx
2/1/2024,22:52:45,+918425937880,I transcended reality after season 2
11/30/2024,06:24:09,+918425937869,i see that's how you will pass all your exams
8/21/2024,17:57:30,+918425937849,2nd me jo plot progress hua
8/18/2024,13:35:36,+918425937878,Shit
8/14/2024,10:59:03,+918425937847,I went in a higher plane of existence
6/2/2024,02:07:17,+918425937813,Haha I can feel u
1/6/2024,22:09:40,+918425937822,You'll should try monster
1/3/2024,02:28:36,+918425937812,@917506840908 baadme pakka start karenge
2/5/2024,03:07:51,+918425937840,Karna hai mujhe
10/21/2024,19:14:56,+918425937836,Tu likh bhi Raha hai?
11/8/2024,14:07:49,+918425937881,Haa side by side likh raha hu
12/28/2024,19:59:38,+918425937857,Abhi break lunga
8/22/2024,01:18:32,+918425937891,Half complete kar li
4/7/2024,18:55:32,+918425937830,Maine haath bhi nhi lagaya
7/21/2024,15:54:03,+918425937831,Aare ha fuck
10/9/2024,04:55:40,+918425937861,Pracs ka kya scene
9/17/2024,19:18:28,+918425937896,C div me
9/15/2024,20:58:38,+918425937845,Are December mein Dena hai yeh
3/25/2024,11:19:53,+918425937843,Dekh honestly bolu toh start me pura confused rahega tu
12/19/2024,21:44:22,+918425937869,Kon bola?
9/30/2024,11:15:48,+918425937835,Abey
9/28/2024,22:56:32,+918425937814,I mean konse konse hue hai
7/7/2024,18:32:19,+918425937834,Sunta nahi hai kya class mai?
12/10/2024,23:09:23,+918425937891,Kon bolra dekho 💀
10/25/2024,05:26:32,+918425937835,Chem ke mam bole same day submit karna hai likhke
4/6/2024,12:39:28,+918425937825,Ye lecture ya next wale agar nahi kiya toh marks jaenge
12/2/2024,17:54:48,+918425937869,Ha jiss din exp me hoga uss din sign
2/16/2024,15:53:37,+918425937832,Get it checked everyday
2/21/2024,17:46:54,+918425937857,Voh exp pe
7/15/2024,00:18:14,+918425937858,Haa bhai isliye likhke rakh
6/10/2024,19:36:54,+918425937899,Phyiscs ka sir bhi boldiya
2/19/2024,21:22:25,+918425937824,But once the plot takes pace you'll fall in love
10/24/2024,01:23:07,+918425937897,Sir?
11/9/2024,16:10:39,+918425937849,Haa woh idli
6/30/2024,16:58:52,+918425937870,Pura kab karega phir
6/20/2024,19:33:27,+918425937869,Bhai monster time lagega
5/6/2024,17:36:18,+918425937881,Abhi time hi nahi mil raha hai
7/23/2024,14:34:28,+918425937818,Only 78
12/16/2024,22:36:30,+918425937887,Eps
8/5/2024,05:58:45,+918425937879,Bhai Pura din toh Bahar rehte hai
3/3/2024,15:30:46,+918425937867,Raat ko jaldi sojate hai
3/10/2024,00:02:11,+918425937868,20 mineach??
3/28/2024,21:54:25,+918425937864,Bahar rehke dekh
11/23/2024,03:49:52,+918425937817,🥴.
12/18/2024,07:30:18,+918425937828,Ghanta bhai dhyan nahi rehta mera toh
8/4/2024,09:49:48,+918425937845,Koi na koi ajata hai
3/26/2024,16:44:12,+918425937888,Hostel mai wifi nahi plus range itna khass nahi
1/11/2024,02:25:49,+918425937842,Tu hostel wala hai bc
6/15/2024,13:27:16,+918425937845,Clg aayega tab Mai net deta download karle bas?
10/4/2024,05:53:33,+918425937818,Haa bhai iske baap ka tower hai kj mai
11/11/2024,01:17:28,+918425937893,Abbe 😂
4/3/2024,04:38:38,+918425937851,Are Bhai 🫂🫂
1/22/2024,02:15:29,+918425937874,Unlimited hai meko
10/20/2024,02:36:01,+918425937822,5g
11/20/2024,09:41:42,+918425937836,💀💀 konsa use kar raha hai?
9/21/2024,10:50:20,+918425937890,Jio
4/10/2024,19:48:29,+918425937832,Mere pass sirf 275gb hai bc
5/24/2024,19:34:39,+918425937833,Sad
9/27/2024,03:50:29,+918425937825,Airtel hai bey mera
7/26/2024,21:40:15,+918425937840,Mera din ka 15-20 gb
12/8/2024,20:20:32,+918425937811,Jaata hai
11/14/2024,05:23:09,+918425937818,5g walo ko unlimited hai
8/18/2024,10:47:39,+918425937892,Same
3/30/2024,22:30:36,+918425937894,Wahi toh
10/30/2024,13:48:41,+918425937811,Mera bhi
2/14/2024,00:17:48,+918425937866,Wifi ka alag
11/11/2024,03:38:20,+918425937845,Bhai Mera last month 545 gb use hua tha
11/19/2024,18:33:05,+918425937892,Same same
6/12/2024,21:19:38,+918425937854,Ye month ka 290 gb gaya
9/24/2024,14:28:19,+918425937850,Wifi se acha chalta hai 5g
2/5/2024,03:58:13,+918425937878,Yea
1/17/2024,17:38:46,+918425937849,Bas download speed
7/8/2024,01:56:26,+918425937829,Bro tf
11/28/2024,07:44:13,+918425937844,Upload speed 🚮
3/4/2024,00:15:26,+918425937822,4k mai dekhta tha kya?
2/25/2024,07:37:54,+918425937854,Mere idar dono acha chalta hai
1/7/2024,00:55:15,+918425937871,10 ms ka ping deta hai khelne ke time
3/13/2024,16:45:32,+918425937872,Ping aur speeds diff hai
8/19/2024,04:07:57,+918425937842,Ping maane stable connection
10/17/2024,14:26:00,+918425937828,Tbh upload speed is kinda slow compared to download
2/22/2024,08:23:54,+918425937830,Data me wahi hota hai
4/4/2024,12:47:51,+918425937891,Speeds pls?
6/9/2024,02:12:28,+918425937852,Mai already likh raha hoon
10/27/2024,16:27:01,+918425937819,Woh check karna padega
2/3/2024,23:38:45,+918425937885,Meko download is 400mbps but upload me only 20-30mbps
11/2/2024,00:19:27,+918425937820,Koi valorant khelta hai?
5/1/2024,08:19:16,+918425937829,Khelta tha
7/22/2024,05:43:46,+918425937815,Kitna likha
10/2/2024,18:28:17,+918425937870,Sadly PC hata diya so no 😭
9/7/2024,15:39:53,+918425937891,Download 70 MBps
4/8/2024,08:10:33,+918425937844,"Khelta tha , never crossed silver toh irritate hoke band kar diya"
9/23/2024,03:10:54,+918425937882,Yucks
12/13/2024,03:06:49,+918425937842,Meha byte
5/20/2024,07:26:24,+918425937811,Easy game hai
9/30/2024,19:08:22,+918425937884,Not mega bot
4/28/2024,09:34:10,+918425937849,Bit*
8/16/2024,11:42:46,+918425937878,Uss bro uss 🥲 but mai khelta hu abhi bhi
